iter	Logloss
336	0.2897532672
337	0.2897263193
338	0.2897021742
339	0.2896913934
340	0.2896653779
341	0.2896359953
342	0.2896099526
343	0.2895799616
344	0.2895638824
345	0.2895427423
346	0.2895196378
347	0.2894967008
348	0.2894823656
349	0.2894616353
350	0.2894466033
351	0.2894275368
352	0.289403978
353	0.2893776348
354	0.2893589277
355	0.2893381771
356	0.2893182243
357	0.2892986696
358	0.2892814241
359	0.2892527129
360	0.2892289149
361	0.2892094302
362	0.2891852057
363	0.2891665684
364	0.2891477815
365	0.2891292568
366	0.2891121139
367	0.289093109
368	0.2890617351
369	0.2890371939
370	0.2890170093
371	0.2889965426
372	0.2889689075
373	0.2889532646
374	0.288930054
375	0.2889123167
376	0.2888894935
377	0.2888697353
378	0.2888499852
379	0.2888280618
380	0.2888067761
381	0.2887930094
382	0.2887730888
383	0.2887628263
384	0.288740951
385	0.2887173588
386	0.2886954234
387	0.2886761217
388	0.2886607614
389	0.288636489
390	0.2886152697
391	0.2885861933
392	0.2885727638
393	0.2885516321
394	0.2885334488
395	0.2885166416
396	0.2884968126
397	0.2884729503
398	0.288450541
399	0.2884277822
400	0.288404806
401	0.2883772086
402	0.2883572445
403	0.2883429393
404	0.2883210308
405	0.2882884752
406	0.2882691438
407	0.2882569211
408	0.2882469033
409	0.2882302646
410	0.288213654
411	0.2881873929
412	0.2881692508
413	0.2881475155
414	0.2881243003
415	0.2880975027
416	0.288074002
417	0.2880570477
418	0.2880328106
419	0.2880192148
420	0.2879905665
421	0.287966623
422	0.2879462801
423	0.2879186127
424	0.2878976073
425	0.2878730434
426	0.2878566368
427	0.2878382855
428	0.2878170564
429	0.2877976416
430	0.2877801429
431	0.2877606691
432	0.2877455725
433	0.2877264271
434	0.2877119727
435	0.2876898257
436	0.2876731745
437	0.2876520498
438	0.2876365909
439	0.2876186396
440	0.287594358
441	0.2875727234
442	0.2875552693
443	0.2875256806
444	0.2875013843
445	0.287472035
446	0.2874480733
447	0.2874267191
448	0.2874063217
449	0.2873861915
450	0.2873670839
451	0.2873543398
452	0.2873341308
453	0.2873106927
454	0.2872895516
455	0.2872677712
456	0.287241223
457	0.2872242121
458	0.2872096653
459	0.2871980806
460	0.2871772755
461	0.2871528864
462	0.287139359
463	0.2871279219
464	0.2871084109
465	0.2870910903
466	0.2870675063
467	0.2870453512
468	0.2870240509
469	0.2870034361
470	0.286985337
471	0.2869694847
472	0.2869504962
473	0.2869214824
474	0.2868990266
475	0.2868818978
476	0.2868635623
477	0.2868444801
478	0.2868301234
479	0.2868112797
480	0.2867885149
481	0.2867790577
482	0.286765069
483	0.286739042
484	0.2867157029
485	0.286689562
486	0.2866769782
487	0.2866583691
488	0.2866407097
489	0.2866215973
490	0.2866081167
491	0.2865963163
492	0.2865747389
493	0.2865583991
494	0.2865292736
495	0.2865098098
496	0.2864891269
497	0.2864747765
498	0.2864536473
499	0.2864432847
500	0.2864208246
501	0.2863941884
502	0.286377206
503	0.2863626989
504	0.2863464146
505	0.2863281077
506	0.2862971672
507	0.2862733305
508	0.2862497967
509	0.2862276429
510	0.2862077239
511	0.2861874497
512	0.2861689095
513	0.2861567487
514	0.286133895
515	0.2861129963
516	0.2860963083
517	0.2860806332
518	0.2860670466
519	0.28605136
520	0.2860362703
521	0.2860176096
522	0.2859956936
523	0.2859758676
524	0.285960132
525	0.2859338702
526	0.2859136487
527	0.2859014508
528	0.2858795344
529	0.2858614103
530	0.2858365877
531	0.2858197661
532	0.2857983833
533	0.2857774156
534	0.2857645439
535	0.2857483474
536	0.2857346544
537	0.285718159
538	0.2857010516
539	0.2856777088
540	0.2856567633
541	0.2856471889
542	0.2856318739
543	0.2856133243
544	0.2855989717
545	0.2855851991
546	0.2855706333
547	0.2855508455
548	0.2855332406
549	0.2855199266
550	0.285508017
551	0.2854878139
552	0.28546885
553	0.2854503249
554	0.2854334481
555	0.2854200593
556	0.2854010113
557	0.2853825493
558	0.2853623737
559	0.2853437318
560	0.2853229682
561	0.2853048126
562	0.2852917191
563	0.2852642153
564	0.2852460781
565	0.2852169224
566	0.2851906768
567	0.2851763397
568	0.2851498565
569	0.2851380326
570	0.2851261415
571	0.2851018653
572	0.2850891078
573	0.2850686738
574	0.2850489616
575	0.285030986
576	0.2850089347
577	0.2849924287
578	0.284970326
579	0.2849558316
580	0.2849382008
581	0.2849182036
582	0.2848974132
583	0.2848785239
584	0.284865501
585	0.2848561856
586	0.2848386767
587	0.2848245579
588	0.284803639
589	0.2847777415
590	0.2847623808
591	0.2847434439
592	0.2847272392
593	0.2847065242
594	0.2846853129
595	0.2846713457
596	0.2846555948
597	0.2846371569
598	0.2846236095
599	0.2846005966
600	0.2845773193
601	0.2845599607
602	0.2845431138
603	0.2845269579
604	0.2845045469
605	0.2844824441
606	0.2844649858
607	0.2844505126
608	0.2844408022
609	0.2844187871
610	0.2844086165
611	0.2843903624
612	0.2843713346
613	0.2843617421
614	0.2843428345
615	0.2843198915
616	0.284303345
617	0.2842867779
618	0.2842701247
619	0.2842554692
620	0.28424024
621	0.2842235426
622	0.2842034346
623	0.2841859794
624	0.2841744483
625	0.2841599073
626	0.2841464866
627	0.2841363663
628	0.284117658
629	0.2840873329
630	0.284069962
631	0.2840524717
632	0.2840360364
633	0.2840182521
634	0.284001954
635	0.2839824089
636	0.2839645658
637	0.2839519948
638	0.2839471859
639	0.2839257875
640	0.2839122516
641	0.2838939236
642	0.2838779251
643	0.2838567209
644	0.2838409461
645	0.2838217888
646	0.2838117585
647	0.2837895534
648	0.2837695271
649	0.2837532293
650	0.2837483866
651	0.2837347123
652	0.2837171652
653	0.2836957759
654	0.2836780199
655	0.2836612364
656	0.2836448586
657	0.2836304235
658	0.2836182529
659	0.2836000383
660	0.2835801337
661	0.2835631338
662	0.2835536014
663	0.2835354408
664	0.2835218241
665	0.2835117602
666	0.2834876347
667	0.2834727814
668	0.2834591461
669	0.2834446426
670	0.2834329446
671	0.2834145711
672	0.2834036009
673	0.2833932774
674	0.2833752233
675	0.2833612574
676	0.2833454944
677	0.2833302572
678	0.2833099984
679	0.2832965667
680	0.2832839649
681	0.2832602541
682	0.2832423071
683	0.2832223438
684	0.2831959878
685	0.2831797958
686	0.2831603505
687	0.2831478899
688	0.2831301595
689	0.2831156472
690	0.2831047593
691	0.2830869551
692	0.2830704401
693	0.2830604695
694	0.2830385618
695	0.2830175348
696	0.2829985516
697	0.2829832535
698	0.2829675491
699	0.2829541545
700	0.2829394448
701	0.2829213293
702	0.2829044855
703	0.2828874602
704	0.2828744378
705	0.2828510972
706	0.2828351299
707	0.282818191
708	0.2828080941
709	0.2827896988
710	0.2827748843
711	0.2827561576
712	0.2827359713
713	0.2827225286
714	0.2827130898
715	0.2827052459
716	0.2826842081
717	0.2826778156
718	0.2826601515
719	0.2826416245
720	0.2826261994
721	0.2826052044
722	0.2825856289
723	0.2825753888
724	0.2825602647
725	0.2825462412
726	0.2825329102
727	0.2825255942
728	0.282511258
729	0.2824963982
730	0.2824800784
731	0.2824589349
732	0.2824440762
